DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Dhalai Tripura,Karam Cherra,2023,1,Road accident,Guahati to Agartala Road,Village,Human Error,no,fatal,Drown into water,Not applicable,Not Applicable,Village road,Bitumen(tar),Average,Good,Cloudy,Single lane,Null,Null,Not Applicable,Gawhati to Agartala Road,24.052121,92.017313
West tripura,Agartala,2019,1,Road accident,Radhanagar,Town,Human Error,no,fatal,Hit a person,not applicable,Down,Town Road,Bitumen(tar),Smooth,Very good,Foggy,DualLane,Null,Not applicable,Not Applicable,Radhanagar Road,23.844394,91.282955
West Tripura,Agartala,2018,3,Road accident,Highway,Bridge,Human error,no,major injury,rear-end,Not Applicable,straight,service road,Bitumen(Tar),poor,good,clear,DualLane,Center White Line,Null,Not Applicable,National highway,23.859152,91.318838
West tripura,Agartala,2017,4,Road accident,Near school,Tunnel,Human Error,yes,minor injury,Rollover,Not Applicable,straight,Local road,Bitumen(Tar),poor,poor,Clear,single lane,Null,null,Not Applicable,National highway,23.86313,91.262076
West tripura,Agartala,2010,3,Road accident,highway,Bridge,Human Error,yes,fatal,rear-end,Not Applicable,curve,main road,Bitumen(Tar),poor,good,foggy,multiple lane,Center White Line,Null,Asphalted,state highway,23.82461,91.307166
West tripura,Agartala,2004,3,Road accident,Highway,intersection,Human Error,no,minor injury,rear-end,Not Applicable,Curve,main road,Bitumen(Tar),Smooth,good,Foggy,multiple lane,Center White Line,Null,Asphalted,national Highway,23.886571,91.258185
West tripura,Agartala,2001,1,Road accident,market area,Tunnel,Human Error,yes,major injury,Rollover,Not Applicable,flat,Local road,Bitumen(Tar),Average,Good,Foggy,Single lane,null,Null,Asphalted,Badarghat,23.796424,91.276059
West tripura,Agartala,2020,1,Road accident,Near school,Tunnel,Human Error,no,minor injury,head-on,Not Applicable,Curve,service road,Bitumen(Tar),Smooth,Good,Rainy,divided,Center White Line,Not applicable,Not Applicable,Fire Service chowmuhani,23.833039,91.269658
West tripura,Agartala,2020,3,Road accident,flyover,intersection,Human Error,yes,fatal,head-on,Not Applicable,Hilly area,Local road,Bitumen(Tar),Smooth,Good,Foggy,DualLane,Null,Not applicable,Asphalted,agartala flyover,23.824919,91.270983
West tripura,Agartala,2019,1,Road accident,commercial hub,flyover,Human Error,no,fatal,Rollover,Not Applicable,straight,main road,Bitumen(Tar),Smooth,Very good,Foggy,divided,null,Null,Not Applicable,agartala flyover,23.824919,91.270983
West tripura,Agartala,2006,2,Road accident,Near school,town,Human Error,yes,minor injury,Rollover,Not Applicable,Highway,Highway,Bitumen(Tar),Average,Good,Foggy,multiple lane,Null,Not applicable,Not Applicable,town road,23.837591,91.299383
West tripura,Agartala,2011,1,Road Accident,Near school,Tunnel,Human Error,no,fatal,Rollover, not applicable,Hilly area,Secondary road,Bitumen(Tar),Smooth,Good,Foggy,Triple Lane,Not Applicable,Null,Not Applicable,Highway,23.894242,91.271704
West tripura,Agartala,2008,1,Road accident,Highway,Roundabout,Human Error,yes,major injury,Rollover,Not Applicable,Tunnel,Urban road,Bitumen(Tar),Smooth,Not Applicable,Clear,multiple lane,Not Applicable,Null,Not Applicable,Highway,23.831447,91.289786
West tripura,Agartala,2001,4,Road accident,market area,Bridge,Human Error,no,minor injury,Head on,Not Applicable,straight,service road,Bitumen(Tar),Average,Good,Foggy,multiple lane,Null,Not applicable,Not Applicable,town road,23.887199,91.261847
West tripura,Agartala,2003,3,Road accident,Residential area,Town,Human Error,yes,fatal,Side-impact,Not Applicable,straight,service road,Bitumen(Tar),Smooth,Good,Foggy,multiple lane,Null,Not applicable,Not Applicable,National Highway,23.874432,91.267111
West tripura,Agartala,2010,3,Road accident,market area,Town,Human Error,yes,minor injury,Head on,Not Applicable,Curve,Secondary road,Bitumen(Tar),Muddt,Good,Foggy,multiple lane,Not Applicable,Null,Not Applicable,town road,23.8315,91.2868
Gomati tripura,Udaipur,2023,1,Road accident,Near Railway Station,Town,Human Error,no,fatal,rear-end,not applicable,curve,State Road,Bitumen(tar),Dry,Good,Rainy,DuelLane,Not applicable,Not applicable,Not Applicable,town road,23.5243,91.4676
Gomati District ,Udaipur,2023,1,Road accident,Near Railway Station,Town,Human Error,No,Fatal,Bike,Fatal,Near Railway Station,State Road,Asphalt,Dry,Fair,Rainy,Dual,No,Well-lit,Yes,State Road,23.5243,91.4676
West tripura ,Agartala,2023,2,Road accident,Near Battala Market,State Road,Human Error,Yes,Minor,"Animal, Bus",Minor,Near Ambassa Market,Highway,Asphalt,Wet,Poor,Clear,Single,Yes,Well-lit,No,State Road,23.8315,91.2868
Sepahijala district,Bishalgarh,2023,2,Road accident,Near Forest Area,Rural Road,Human Error,No,Serious,"Bike, Animal",Serious,Near Forest Area,Local Road,Gravel,Wet,Good,Rainy,Dual,No,Poor Lighting,No,National Highway,23.6739,91.2817
Sepahijala district,Bishalgarh,2021,1,Road accident,Near Forest Area,Rural Road,Human Error,Yes,Serious,Truck,Serious,Near Forest Area,Local Road,Asphalt,Wet,Poor,Foggy,Dual,Yes,Poor Lighting,No,National Highway,23.6739,91.2817
Gomati tripura,Udaipur,2023,1,Road accident,Near Udaipur Lake,Local Road,Human Error,Yes,Serious,Bike,Serious,Near Udaipur Lake,National Hwy,Asphalt,Wet,Good,Rainy,Dual,Yes,Well-lit,Yes,Village Road,23.5243,91.4676
West Tripura,Agartala,2023,3,Road accident,Near Raj Bhavan,Local Road,Human Error,Yes,Fatal,Head on,Fatal,Near Raj Bhavan,National Hwy,Gravel,Slippery,Poor,Rainy,Single,Yes,Well-lit,Yes,State Road,23.8315,91.2868
Sepahijala district,Bishalgarh,2023,3,Road accident,Near Forest Area,NH 8,Human Error,No,Fatal,"Pedestrian, Bus, Bike",Fatal,Near Forest Area,National Hwy,Gravel,Slippery,Fair,Rainy,Dual,No,Moderate Lighting,No,State Road,23.6739,91.2817
North Tripura District,Dharmanagar,2023,2,Road accident,Near Dharmanagar Market,NH 8,Human Error,No,Fatal,Animal Impact,None,Straight Road,Rural Road,Concrete,Slippery,Fair,Foggy,Single,No,Poor Lighting,No,State Road,24.3783,92.1548
Dhalai,Ambassa,2023,3,Road accident,Near Forest Area,NH 8,Human Error,Yes,Low,Animal Impact,None,Straight Road,State Road,Asphalt,Slippery,Poor,Foggy,Single,Yes,Moderate Lighting,No,National Highway,23.9212,91.8513
West tripura ,Agartala,2023,3,Road accident,Near Battala Market,Local Road,Human Error,Yes,Medium,Side Impact,Traffic Signal,Curve,Rural Road,Asphalt,Wet,Good,Clear,Single,Yes,Poor Lighting,No,National Highway,23.8315,91.2868
West tripura ,Agartala,2023,3,Road accident,Near Battala Market,Local Road,Human Error,Yes,High,Side Impact,Traffic Signal,Straight Road,National Hwy,Concrete,Dry,Fair,Foggy,Dual,Yes,Poor Lighting,Yes,National Highway,23.8315,91.2868
Sepahijala district,Bishalgarh,2021,1,Road accident,Near Railway Station,Rural Road,Human Error,Yes,Medium,Rear-end,Traffic Signal,Straight Road,National Hwy,Gravel,Wet,Poor,Rainy,Dual,Yes,Well-lit,No,State Road,23.6739,91.2817
Dhalai,Ambassa,2022,1,Road accident,Near Forest Area,NH 8,Human Error,Yes,Low,Side Impact,Traffic Signal,Straight Road,Local Road,Concrete,Dry,Poor,Clear,Dual,No,Well-lit,No,Village Road,23.9212,91.8513
Gomati District ,Udaipur,2022,1,Road accident,Near Udaipur Market,Local Road,Human Error,No,Medium,Side Impact,Stop Sign,Curve,Highway,Asphalt,Wet,Poor,Rainy,Dual,Yes,Poor Lighting,No,Village Road,23.5243,91.4676
West tripura ,Agartala,2022,2,Road accident,Near Collage Area,Local Road,Human Error,Yes,High,Head-on,Stop Sign,Curve,Highway,Asphalt,Slippery,Fair,Rainy,Dual,Yes,Poor Lighting,Yes,Village Road,23.8315,91.2868
Sepahijala district,Bishalgarh,2021,2,Road accident,Near Forest Area,NH 8,Human Error,No,Medium,Side Impact,None,Straight Road,Highway,Concrete,Slippery,Poor,Foggy,Single,Yes,Well-lit,No,National Highway,23.6739,91.2817
West tripura ,Agartala,2023,2,Road accident,Near Battala Market,NH 8,Human Error,No,High,Pedestrian Impact,Stop Sign,Straight Road,Rural Road,Concrete,Wet,Good,Foggy,Dual,No,Well-lit,No,State Road,23.8315,91.2868
North Tripura District,Dharmanagar,2023,3,Road accident,Near Ambassa Market,NH 8,Human Error,Yes,High,Pedestrian Impact,Stop Sign,Straight Road,Local Road,Gravel,Dry,Fair,Foggy,Dual,Yes,Poor Lighting,Yes,State Road,24.3783,92.1548
Sepahijala district,Bishalgarh,2023,3,Road accident,Near Bishalgarh Market ,Rural Road,Human Error,Yes,Medium,Rear-end,Traffic Signal,Straight Road,Highway,Gravel,Dry,Good,Rainy,Single,Yes,Moderate Lighting,No,National Highway,23.6739,91.2817
West tripura ,Agartala,2023,1,Road accident,Near Raj Bhavan,Rural Road,Human Error,No,Medium,Animal Impact,Stop Sign,Intersection,Rural Road,Asphalt,Wet,Fair,Foggy,Single,Yes,Moderate Lighting,Yes,State Road,23.8315,91.2868
West tripura ,Agartala,2023,2,Road accident,Near Raj Bhavan,Rural Road,Human Error,Yes,Medium,Head-on,Stop Sign,Intersection,National Hwy,Concrete,Wet,Poor,Clear,Dual,No,Moderate Lighting,Yes,State Road,23.8315,91.2868
Gomati District ,Udaipur,2021,2,Road accident,Near Raj Bari,NH 8,Human Error,Yes,Medium,Side Impact,None,Straight Road,National Hwy,Concrete,Slippery,Poor,Clear,Dual,Yes,Poor Lighting,No,National Highway,23.5243,91.4676
Sepahijala district,Bishalgarh,2023,3,Road accident,Near Railway Station,Local Road,Human Error,No,Low,Rear-end,Traffic Signal,Curve,Rural Road,Concrete,Slippery,Poor,Rainy,Single,No,Poor Lighting,Yes,Village Road,23.6739,91.2817
North Tripura District,Dharmanagar,2023,1,Road accident,Near Raj Bhavan,Rural Road,Human Error,No,High,Pedestrian Impact,Traffic Signal,Straight Road,Local Road,Concrete,Wet,Good,Clear,Dual,Yes,Moderate Lighting,Yes,National Highway,24.3783,92.1548
North Tripura District,Dharmanagar,2021,1,Road accident,Near Ambassa Market,Local Road,Human Error,No,High,Rear-end,None,Intersection,State Road,Gravel,Wet,Good,Rainy,Single,No,Poor Lighting,Yes,State Road,24.3783,92.1548
Gomati District ,Udaipur,2021,3,Road accident,Near Railway Station,NH8,Human Error,Yes,High,Side Impact,None,Straight Road,Local Road,Asphalt,Dry,Good,Clear,Dual,No,Moderate Lighting,Yes,National Highway,23.5243,91.4676
West tripura ,Agartala,2023,2,Road accident,Near Forest Area,Assembly road,Human Error,No,Medium,Pedestrian Impact,Traffic Signal,Intersection,Highway,Asphalt,Dry,Poor,Clear,Single,No,Poor Lighting,No,Village Road,23.8315,91.2868
West tripura ,Agartala,2021,1,Road accident,Near Forest Area,NH 8,Human Error,Yes,Low,Head-on,Stop Sign,Straight Road,Local Road,Asphalt,Dry,Poor,Foggy,Dual,No,Well-lit,Yes,National Highway,23.8315,91.2868
Sepahijala Tripura,Bishalgarh,2022,1,Road accident,Near Udaipur Lake,Rural Road,Human Error,No,High,Pedestrian Impact,Traffic Signal,Curve,National Hwy,Concrete,Slippery,Poor,Rainy,Dual,Yes,Well-lit,Yes,Village Road,23.6739,91.2817
Gomati Tripura,Udaipur,2021,2,Road accident,Near Railway Station,Local Road,Human Error,No,Medium,Rear-end,Traffic Signal,Straight Road,National Hwy,Concrete,Wet,Fair,Clear,Single,No,Well-lit,No,Village Road,23.5243,91.4676
Dhalai Tripura,Ambassa,2021,1,Road accident,Near Railway Station,NH 8,Human Error,No,Medium,Side Impact,Traffic Signal,Intersection,Highway,Asphalt,Dry,Poor,Foggy,Single,No,Poor Lighting,No,State Road,23.9212,91.8513
North Tripura ,Dharmanagar,2022,2,Road accident,Near Forest Area,Local Road,Human Error,Yes,Medium,Pedestrian Impact,None,Curve,State Road,Gravel,Dry,Fair,Rainy,Dual,Yes,Moderate Lighting,No,State Road,24.3783,92.1548
Gomati Tripura,Udaipur,2023,1,Road accident,Near Forest Area,Bagma,Human Error,Yes,Medium,Rear-end,Stop Sign,Intersection,National Hwy,Concrete,Dry,Poor,Rainy,Dual,No,Poor Lighting,Yes,State Road,23.5243,91.4676
Sepahijala Tripura,Bishalgarh,2022,1,Road accident,Bazar,main road,Human Error,No,Low,Animal Impact,None,Curve,National Hwy,Concrete,Wet,Fair,Foggy,Dual,Yes,Well-lit,Yes,State Road,23.6739,91.2817
Gomati Tripura ,Udaipur,2022,1,Road accident,near matabari,NH 8,Human Error,No,Medium,Side Impact,Traffic Signal,Straight Road,Highway,Asphalt,Slippery,Poor,Clear,Single,No,Poor Lighting,Yes,National Highway,23.5243,91.4676
Dhalai Tripura,Ambassa,2021,2,Road accident,Near Ambassa Market,main road,Human Error,Yes,High,Animal Impact,None,Curve,Highway,Gravel,Wet,Poor,Foggy,Single,Yes,Well-lit,Yes,Village Road,23.9212,91.8513
Gomati Tripura,Udaipur,2022,3,Road accident,Near Udaipur Lake,NH8,Human Error,Yes,Medium,Pedestrian Impact,Stop Sign,Straight Road,Rural Road,Asphalt,Dry,Good,Rainy,Single,Yes,Moderate Lighting,No,Village Road,23.5243,91.4676
Dhalai Tripura,Ambassa,2021,1,Road accident,Near Ambassa Market,NH 8,Human Error,Yes,High,Side Impact,None,Intersection,Highway,Asphalt,Dry,Poor,Rainy,Single,Yes,Poor Lighting,No,Village Road,23.9212,91.8513
West tripura ,Agartala,2021,2,Road accident,Dukli Road,Rural Road,Human Error,Yes,Medium,Animal Impact,Traffic Signal,Intersection,Rural Road,Gravel,Slippery,Fair,Foggy,Dual,Yes,Well-lit,No,State Road,23.8315,91.2868
Sepahijala Tripura,Bishalgarh,2022,2,Road accident,Near Hospital,NH 8,Human Error,No,Medium,Animal Impact,Traffic Signal,Curve,Local Road,Asphalt,Wet,Poor,Clear,Single,Yes,Poor Lighting,No,State Road,23.6739,91.2817
Dhalai Tripura,Ambassa,2021,2,Road accident,Near Forest Area,State Road,Human Error,No,Medium,Side Impact,None,Straight Road,Highway,Asphalt,Dry,Poor,Clear,Dual,Yes,Well-lit,No,State Road,23.9212,91.8513
West tripura ,Agartala,2022,3,Road accident,Near Railway Station,NH 8,Human Error,Yes,Medium,Pedestrian Impact,Stop Sign,Intersection,Local Road,Concrete,Dry,Good,Clear,Single,Yes,Moderate Lighting,No,State Road,23.8315,91.2868
Gomati Tripura,Udaipur,2022,3,Road accident,Near Udaipur Lake,NH8,Human Error,Yes,High,Head-on,Stop Sign,Straight Road,Rural Road,Concrete,Slippery,Good,Clear,Dual,No,Poor Lighting,Yes,State Road,23.5243,91.4676
Dhalai Tripura,Ambassa,2023,2,Road accident,Near Railway Station,NH 8,Human Error,No,High,Animal Impact,Stop Sign,Intersection,Local Road,Gravel,Dry,Good,Clear,Single,No,Well-lit,No,Village Road,23.9212,91.8513
Gomati tripura,Udaipur,2022,1,Road accident,Near Railway Station,Local Road,Human Error,Yes,Low,Head-on,Traffic Signal,Intersection,Local Road,Asphalt,Dry,Good,Rainy,Single,No,Moderate Lighting,Yes,State Road,23.5243,91.4676
Gomati tripura,Udaipur,2023,3,Road accident,Near Udaipur Lake,Local Road,Human Error,Yes,Low,Rear-end,None,Curve,Rural Road,Asphalt,Wet,Good,Rainy,Dual,Yes,Well-lit,Yes,Village Road,23.5243,91.4676
Gomati tripura,Udaipur,2022,2,Road accident,Near Forest Area,NH 8,Human Error,Yes,Low,Animal Impact,Traffic Signal,Curve,Local Road,Gravel,Dry,Good,Rainy,Single,Yes,Well-lit,No,State Road,23.5243,91.4676
Gomati tripura,Udaipur,2023,3,Road accident,Rajarbag,urban Road,Human Error,No,High,Animal Impact,None,Curve,Highway,Asphalt,Dry,Fair,Rainy,Dual,No,Poor Lighting,Yes,National Highway,23.5243,91.4676
North Tripura,Dharmanagar,2022,2,Road accident,Bazar,Local Road,Human Error,Yes,Medium,Pedestrian Impact,Traffic Signal,Straight Road,Rural Road,Asphalt,Wet,Fair,Foggy,Single,Yes,Moderate Lighting,Yes,State Road,24.3783,92.1548
Sepahijala Tripura,Bishalgarh,2023,3,Road accident,Near Udaipur Lake,State Road,Human Error,Yes,High,Pedestrian Impact,None,Curve,State Road,Asphalt,Wet,Fair,Foggy,Dual,Yes,Moderate Lighting,No,National Highway,23.6739,91.2817
Dhalai Tripura,Ambassa,2022,2,Road accident,Near Ambassa Market,Rural Road,Human Error,No,Medium,Animal Impact,Stop Sign,Intersection,State Road,Concrete,Slippery,Fair,Rainy,Dual,no,Poor Lighting,Yes,Village Road,23.9212,91.8513
North Tripura,Dharmanagar,2022,3,Road accident,Near Forest Area,Rural Road,Human Error,No,Medium,Rear-end,Traffic Signal,Curve,National Hwy,Asphalt,Wet,Good,Foggy,Single,Yes,Well-lit,Yes,Village Road,24.3783,92.1548
West tripura ,Agartala,2023,2,Road accident,Near Raj Bhavan,NH 8,Human Error,Yes,Medium,Head-on,None,Intersection,Rural Road,Gravel,Slippery,Fair,Rainy,Dual,Yes,Well-lit,Yes,Village Road,23.8315,91.2868
West tripura ,Agartala,2022,3,Road accident,Near Raj Bhavan,NH8,Human Error,No,High,Pedestrian Impact,None,Straight Road,Rural Road,Asphalt,Wet,Good,Rainy,Dual,No,Well-lit,Yes,State Road,23.8315,91.2868
North Tripura ,Dharmanagar,2023,2,Road accident,Near Collage Area,NH 8,Human Error,No,Low,Rear-end,Traffic Signal,Straight Road,National Hwy,Gravel,Dry,Poor,Foggy,Dual,No,Poor Lighting,No,Village Road,24.3783,92.1548
Gomati Tripura,Udaipur,2022,2,Road accident,market area,NH 8,Human Error,No,High,Animal Impact,Traffic Signal,Straight Road,State Road,Asphalt,Wet,Poor,Foggy,Single,Yes,Moderate Lighting,No,National Highway,23.5243,91.4676
Sepahijala Tripura,Bishalgarh,2023,1,Road accident,near hopital,NH 8,Human Error,Yes,Low,Pedestrian Impact,Traffic Signal,Curve,Local Road,Concrete,Wet,Good,Rainy,Dual,Yes,Moderate Lighting,Yes,National Highway,23.6739,91.2817
West tripura ,Agartala,2023,1,Road accident,Near Raj Bhavan,Local Road,Human Error,No,High,Side Impact,Stop Sign,Intersection,Local Road,Gravel,Slippery,Poor,Clear,Dual,No,Moderate Lighting,No,National Highway,23.8315,91.2868
Gomati Tripura,Udaipur,2021,2,Road accident,Near Forest Area,Local Road,Human Error,Yes,High,Side Impact,Traffic Signal,Intersection,State Road,Concrete,Dry,Fair,Foggy,Dual,Yes,Poor Lighting,No,Village Road,23.5243,91.4676
Sepahijala Tripura,Bishalgarh,2021,1,Road accident,Near Railway Station,NH8,Human Error,No,Low,Rear-end,Traffic Signal,Curve,State Road,Gravel,Dry,Poor,Foggy,Single,Yes,Moderate Lighting,Yes,Village Road,23.6739,91.2817
